,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ
1749,2,1,368000,509000000,3,2,4,31,1,1,4,4,12,1
15,1,1,650000,100000000,5,1,3,31,1,0,4,4,15,1
2354,2,1,544000,112300000,3,2,4,31,1,0,4,4,15,1
1565,2,1,560000,392700000,2,3,5,40,0,1,1,2,4,1
101,2,1,664000,334700000,3,2,4,31,1,1,2,4,12,1
399,2,1,208000,493900000,3,2,4,32,0,1,3,4,9,1
2150,2,1,784000,123300000,3,3,5,40,0,1,4,2,12,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
277,1,1,376000,590400000,5,1,3,31,1,0,4,4,15,1
2940,2,1,312000,384200000,3,2,4,32,0,1,4,4,9,1
525,2,1,152000,389400000,2,3,5,40,0,1,2,2,12,1
465,2,1,160000,147400000,2,3,5,40,0,1,2,4,12,1
2989,1,1,736000,405800000,5,3,5,36,1,0,4,4,5,1
155,1,2,776000,181300000,2,1,4,30,0,0,3,1,3,1
1266,2,1,344000,112200000,2,3,5,40,0,1,2,2,12,1
151,2,1,584000,170100000,5,2,3,29,1,0,3,2,5,1
122,2,1,432000,420100000,3,2,4,32,0,1,2,4,9,1
63,1,1,136000,106800000,5,1,3,31,1,0,4,4,15,1
2395,1,2,504000,583100000,2,1,4,30,0,0,3,4,3,1
550,2,1,488000,390100000,3,2,4,32,0,1,3,4,9,1
1343,1,1,280000,34200000,5,1,3,31,1,0,4,4,15,1
2072,2,1,512000,575400000,2,2,4,32,0,1,3,4,9,1
2113,2,1,768000,75900000,3,3,5,40,0,1,3,2,12,1
2220,1,1,720000,356500000,5,1,3,31,1,0,1,4,5,1
1216,1,1,96000,373000000,5,1,3,31,1,0,4,4,9,1
97,2,1,544000,525900000,3,2,4,32,0,1,3,4,9,1
2900,2,1,152000,68600000,3,3,5,37,0,0,2,2,3,1
1019,2,1,752000,531200000,3,2,4,31,1,1,4,4,12,1
2283,2,1,208000,236400000,2,3,5,40,0,1,2,2,12,1
2582,2,1,320000,525600000,3,2,4,31,1,1,2,4,12,1
597,1,1,736000,483000000,5,1,3,31,1,0,4,4,15,1
2150,2,1,784000,123300000,3,3,5,40,0,1,4,2,12,1
956,1,1,656000,253800000,5,1,3,31,1,0,4,4,15,1
2649,2,1,376000,240200000,3,1,3,32,0,1,4,3,9,1
2895,1,1,568000,490700000,3,1,5,45,1,0,2,4,15,1
1613,1,1,640000,494400000,1,2,1,25,0,1,4,2,5,1
2421,2,1,632000,54800000,3,1,3,32,0,1,4,3,9,1
1425,2,1,320000,510200000,3,2,4,32,0,1,3,4,9,1
1689,2,1,312000,565500000,3,1,3,32,0,1,4,3,9,1
2480,1,1,272000,101500000,5,1,3,31,1,0,4,4,15,1
2237,1,1,616000,370600000,1,2,1,25,0,1,2,2,5,1
1974,1,2,344000,139900000,5,3,5,35,1,1,4,2,3,1
2031,1,1,592000,273500000,2,1,3,31,1,0,4,4,15,1
472,2,1,288000,470700000,3,2,4,32,0,1,3,4,9,1
2896,2,1,544000,574100000,1,2,2,30,1,1,4,1,6,1
1291,2,1,440000,74200000,2,3,5,40,0,1,2,2,12,1
2493,2,1,584000,308700000,2,3,5,40,0,1,2,2,12,1
2889,1,1,208000,460200000,2,2,2,25,1,0,2,2,9,1
2451,2,1,128000,183800000,2,3,5,40,0,1,2,2,12,1
1041,1,1,784000,452600000,5,1,3,31,1,0,4,4,15,1
1317,2,1,664000,52800000,3,2,4,32,0,1,3,4,9,1
2794,2,1,528000,509300000,3,2,4,31,1,1,4,4,12,1
101,2,1,664000,334700000,3,2,4,31,1,1,2,4,12,1
535,1,1,328000,18500000,5,1,3,31,1,0,4,4,15,1
2747,1,2,312000,309900000,3,3,5,35,1,1,4,4,3,1
1056,2,1,608000,569800000,2,3,5,40,0,1,2,2,12,1
40,1,1,648000,386400000,5,1,3,31,1,0,4,4,15,1
1811,2,1,296000,276200000,3,2,4,31,1,1,4,4,12,1
2391,2,1,688000,330800000,5,2,3,29,1,0,3,4,5,1
416,2,1,376000,56400000,3,1,4,35,1,1,1,1,6,1
665,2,1,576000,120000000,5,1,3,32,0,1,2,3,9,1
2842,2,1,200000,138800000,3,2,4,31,1,1,4,4,12,1
2631,2,1,248000,518100000,2,3,5,40,0,1,4,2,12,1
807,1,1,496000,569100000,5,1,3,31,1,0,4,4,12,1
1105,2,1,624000,399900000,3,2,4,32,0,1,4,2,9,1
360,1,1,584000,483900000,5,1,3,31,1,0,4,4,15,1
205,2,1,760000,264500000,2,3,5,40,0,1,2,2,12,1
2199,1,1,224000,455000000,2,3,5,36,1,0,3,2,9,1
2347,1,1,264000,452300000,3,1,5,45,1,1,1,4,8,1
2681,1,1,232000,406300000,1,2,1,25,0,1,2,2,5,1
1438,1,1,104000,349100000,2,2,1,25,0,1,2,2,5,1
258,2,2,656000,369700000,4,2,2,25,0,0,2,2,6,1
1108,1,1,416000,482700000,5,1,3,31,1,0,4,3,15,1
1031,2,1,648000,569200000,2,3,5,40,0,1,2,2,12,1
2693,2,1,352000,444500000,2,3,5,34,1,0,1,2,3,1
1940,1,1,696000,387400000,1,2,1,25,0,1,2,2,5,1
2656,2,1,496000,42500000,2,3,5,40,0,1,2,2,12,1
532,2,1,464000,350200000,3,2,4,32,0,1,3,4,9,1
1655,2,1,400000,210600000,3,2,4,32,0,1,2,4,9,1
2615,2,1,800000,92800000,2,2,5,31,1,1,4,1,12,1
870,2,1,608000,271000000,2,3,5,40,0,1,2,2,12,1
1740,1,1,624000,464700000,1,2,1,25,0,1,2,2,5,1
2975,1,2,712000,507100000,2,1,4,30,0,0,3,4,12,1
1796,2,1,600000,68800000,2,2,5,31,1,1,2,2,12,1
1295,1,1,592000,503000000,5,1,3,31,1,0,4,4,15,1
1708,2,1,496000,138000000,3,1,3,32,0,1,4,3,9,1
714,2,1,592000,285200000,3,2,3,29,1,0,3,2,5,1
553,1,1,408000,357400000,5,1,3,31,1,0,4,4,15,1
1595,2,1,512000,44100000,3,2,4,32,0,1,2,4,15,1
1775,2,1,304000,84500000,2,3,5,40,0,1,2,1,12,1
269,1,1,240000,425800000,1,2,1,25,0,1,2,4,5,1
2520,1,1,88000,200500000,1,2,1,25,0,1,2,2,5,1
1056,2,1,608000,569800000,2,3,5,40,0,1,2,2,12,1
63,1,1,136000,106800000,5,1,3,31,1,0,4,4,15,1
2265,2,1,184000,132200000,3,2,4,32,0,1,3,4,9,1
773,2,1,776000,401600000,2,1,3,32,0,1,4,3,9,1
232,1,1,440000,483000000,1,2,1,25,0,1,2,2,5,1
2171,2,1,384000,19700000,3,1,5,32,1,0,2,1,12,1
155,1,2,776000,181300000,2,1,4,30,0,0,3,1,3,1
90,2,1,616000,373500000,2,3,5,40,0,1,2,2,12,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
2831,2,1,720000,414800000,5,3,5,40,0,1,2,2,8,1
475,1,1,344000,438200000,5,1,3,31,1,0,4,2,15,1
1765,1,1,144000,350500000,1,2,1,25,0,1,2,2,5,1
815,2,1,352000,208200000,3,1,3,32,0,1,4,3,9,1
398,2,1,328000,213700000,2,3,5,40,0,1,2,2,12,1
612,1,1,496000,595700000,3,2,1,25,0,1,2,2,5,1
1547,2,1,264000,387800000,3,2,4,32,0,1,3,4,9,1
1696,2,1,616000,575600000,2,3,5,40,0,1,2,2,12,1
375,1,1,440000,84700000,1,2,1,25,0,1,2,2,5,1
1855,1,1,432000,330300000,1,2,1,25,0,1,2,2,5,1
981,1,1,560000,34500000,5,1,3,31,1,0,4,4,15,1
2160,1,1,224000,93500000,2,1,3,31,1,0,4,4,15,1
162,2,1,168000,66200000,3,1,4,35,1,1,1,1,6,1
2877,2,1,800000,568700000,2,2,4,31,1,1,4,4,12,1
63,1,1,136000,106800000,5,1,3,31,1,0,4,4,15,1
1170,1,1,760000,54200000,5,1,3,31,1,0,2,4,15,1
2011,2,1,304000,16700000,5,2,3,29,1,0,3,2,5,1
2898,2,1,392000,182800000,3,2,4,32,0,1,3,4,9,1
1763,2,1,112000,567000000,2,3,5,40,0,1,2,2,12,1
2873,2,1,360000,256000000,2,2,4,32,0,1,3,4,9,1
41,2,1,632000,453000000,3,2,4,31,1,1,4,4,12,1
1131,1,1,712000,59600000,5,3,5,36,1,0,2,2,12,1
2088,2,1,624000,221100000,1,3,5,40,0,1,2,2,12,1
766,2,1,472000,205100000,1,2,4,31,1,1,4,4,12,1
1206,2,1,120000,348400000,2,3,5,40,0,1,2,2,5,1
2739,2,2,768000,441100000,2,2,2,25,0,0,2,2,6,1
2333,2,1,728000,310900000,5,2,3,29,1,0,3,2,12,1
300,1,1,616000,112100000,5,1,3,31,1,0,1,4,15,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
1717,1,1,312000,101100000,1,2,1,25,0,1,2,2,5,1
1328,2,1,112000,83800000,3,1,3,32,0,1,4,3,9,1
2511,2,1,496000,126600000,3,1,3,32,0,1,4,3,9,1
711,2,2,144000,441100000,2,2,2,25,0,0,1,2,6,1
1900,1,1,800000,35500000,5,1,3,31,1,0,4,4,3,1
1650,1,1,680000,246400000,1,2,1,25,0,1,3,2,5,1
327,1,1,296000,407500000,1,2,1,25,0,1,2,2,5,1
956,1,1,656000,253800000,5,1,3,31,1,0,4,4,15,1
2313,2,1,648000,339600000,3,1,3,32,0,1,4,3,9,1
2015,1,2,384000,253400000,1,1,4,30,0,0,3,1,3,1
1733,2,1,536000,302700000,3,1,3,32,0,1,4,3,9,1
1901,2,1,688000,289700000,3,2,4,31,1,1,4,4,5,1
175,2,1,224000,414400000,3,1,3,32,0,1,4,3,9,1
1026,2,1,208000,73100000,3,1,3,32,0,1,4,3,9,1
2744,2,1,368000,410100000,4,1,5,32,1,0,3,1,12,1
60,2,1,528000,162400000,3,2,4,32,0,1,3,4,9,1
2514,2,1,648000,48200000,2,2,5,31,1,1,2,1,12,1
1425,2,1,320000,510200000,3,2,4,32,0,1,3,4,9,1
2794,2,1,528000,509300000,3,2,4,31,1,1,4,4,12,1
313,2,1,120000,326400000,2,3,5,40,0,1,3,2,12,1
893,2,1,240000,240600000,3,2,4,31,1,1,4,4,12,1
1388,2,1,632000,79300000,3,1,3,32,0,1,4,3,9,1
2760,2,1,304000,191100000,2,3,5,34,1,0,1,2,3,1
1190,2,1,184000,270400000,3,2,4,32,0,1,1,2,10,1
2220,1,1,720000,356500000,5,1,3,31,1,0,1,4,5,1
1837,2,1,120000,478300000,3,2,4,32,0,1,3,4,9,1
492,1,1,336000,163700000,5,3,5,45,1,1,3,2,5,1
2433,2,1,400000,15500000,3,2,4,32,0,1,3,4,9,1
2947,2,1,472000,109100000,2,3,5,34,1,0,3,2,12,1
1765,1,1,144000,350500000,1,2,1,25,0,1,2,2,5,1
2907,2,2,128000,46800000,4,2,2,25,0,1,2,2,6,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
1692,2,1,88000,124400000,2,2,5,31,1,1,2,1,12,1
2095,2,1,664000,269500000,2,2,4,32,0,1,3,4,9,1
796,2,1,776000,476500000,3,1,3,32,0,1,4,3,3,1
1320,1,1,352000,144600000,5,1,3,31,1,0,4,4,15,1
1428,1,1,432000,240700000,2,1,3,31,1,0,4,4,15,1
1567,1,1,168000,142400000,1,2,1,25,0,0,2,2,3,1
1738,2,1,224000,261100000,2,3,5,40,0,1,2,2,12,1
2168,2,1,792000,484100000,2,1,3,32,0,1,2,3,9,1
973,1,1,376000,289100000,1,2,1,25,0,1,2,2,5,1
1863,1,1,576000,77600000,5,1,3,31,1,0,4,4,15,1
568,2,1,648000,438500000,2,3,5,40,0,1,2,1,12,1
543,2,1,104000,216100000,2,3,5,40,0,1,2,2,12,1
2183,1,1,344000,375300000,2,1,3,31,1,0,2,4,15,1
668,2,1,552000,435900000,3,2,5,31,1,1,4,1,12,1
2866,2,1,304000,45500000,2,3,5,40,0,1,2,2,12,1
360,1,1,584000,483900000,5,1,3,31,1,0,4,4,15,1
475,1,1,344000,438200000,5,1,3,31,1,0,4,2,15,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
610,2,1,112000,436400000,5,3,5,40,0,1,2,2,12,1
649,1,1,424000,565400000,2,2,1,25,0,1,2,2,5,1
1292,2,1,648000,215500000,3,2,4,32,0,1,3,4,9,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
1864,2,1,672000,202400000,3,2,4,31,1,1,4,4,12,1
1763,2,1,112000,567000000,2,3,5,40,0,1,2,2,12,1
1826,2,1,400000,55000000,2,2,5,31,1,1,2,1,12,1
1239,2,1,480000,391200000,2,2,5,31,1,1,2,1,12,1
1406,2,1,528000,429700000,3,2,4,31,1,1,4,4,12,1
2551,2,1,168000,548700000,2,2,5,31,1,1,1,1,12,1
571,2,1,792000,439000000,3,3,5,37,0,0,2,1,3,1
60,2,1,528000,162400000,3,2,4,32,0,1,3,4,9,1
1748,1,1,632000,225200000,5,1,3,31,1,0,4,4,15,1
1514,2,1,112000,407400000,2,2,4,31,1,1,4,4,12,1
398,2,1,328000,213700000,2,3,5,40,0,1,2,2,12,1
1595,2,1,512000,44100000,3,2,4,32,0,1,2,4,15,1
1106,1,1,784000,542200000,5,3,5,36,1,0,2,2,12,1
2615,2,1,800000,92800000,2,2,5,31,1,1,4,1,12,1
605,2,1,120000,390900000,2,1,3,32,0,1,4,3,9,1
1933,2,1,496000,250000000,3,1,3,32,0,1,4,3,9,1
1468,2,1,744000,119600000,3,2,3,29,1,0,3,2,5,1
898,2,2,152000,325600000,4,2,2,25,0,0,2,2,6,1
2685,1,1,328000,499000000,2,1,4,40,1,0,2,4,8,1
2757,2,1,336000,257200000,3,2,4,31,1,1,4,4,12,1
504,1,1,184000,581800000,1,2,1,25,0,1,2,2,5,1
978,2,1,736000,518200000,3,2,4,32,0,1,3,4,9,1
1476,2,1,528000,308000000,3,2,5,31,1,1,2,1,12,1
2143,2,1,352000,526600000,2,1,3,32,0,1,3,3,9,1
2615,2,1,800000,92800000,2,2,5,31,1,1,4,1,12,1
141,1,1,112000,155400000,3,1,4,29,1,0,3,4,12,1
2868,1,1,352000,397100000,4,2,1,25,0,1,2,2,5,1
101,2,1,664000,334700000,3,2,4,31,1,1,2,4,12,1
1692,2,1,88000,124400000,2,2,5,31,1,1,2,1,12,1
1131,1,1,712000,59600000,5,3,5,36,1,0,2,2,12,1
872,1,1,672000,436700000,1,2,1,25,0,1,2,2,5,1
2642,2,1,384000,268300000,3,2,4,31,1,1,4,4,12,1
2463,2,1,152000,56500000,3,1,3,32,0,1,4,3,9,1
971,2,1,736000,338700000,2,3,5,40,0,1,2,2,12,1
1560,1,1,488000,565200000,3,1,3,36,1,0,2,4,6,1
2642,2,1,384000,268300000,3,2,4,31,1,1,4,4,12,1
852,2,1,320000,68200000,3,2,4,32,0,1,3,4,9,1
1340,2,1,440000,67800000,3,2,4,32,0,1,3,4,9,1
948,1,1,656000,574000000,1,2,1,25,0,1,2,2,5,1
1276,1,1,776000,300900000,5,1,3,31,1,0,4,4,3,1
1208,1,1,112000,549500000,1,2,1,25,0,1,2,2,5,1
1380,1,1,592000,398100000,2,1,3,31,1,0,4,4,15,1
2032,2,1,440000,473900000,2,2,4,31,1,1,4,4,12,1
2436,1,1,520000,172400000,5,1,3,31,1,0,4,4,15,1
12,2,1,180000,300000000,3,2,4,32,0,1,3,4,9,1
1528,2,1,136000,471300000,2,3,5,40,0,1,2,2,12,1
509,2,1,680000,405600000,3,2,4,32,0,1,3,4,9,1
1335,1,1,328000,280900000,1,2,1,25,0,1,2,2,5,1
2369,1,1,272000,237400000,3,1,4,29,1,0,3,4,12,1
1146,2,1,520000,188100000,3,2,4,31,1,1,4,4,12,1
525,2,1,152000,389400000,2,3,5,40,0,1,2,2,12,1
1042,2,1,488000,57900000,3,2,4,31,1,1,4,4,12,1
2349,1,1,728000,174200000,2,1,4,40,1,0,2,4,6,1
1538,1,1,640000,204000000,1,1,3,31,1,0,4,4,15,1
2493,2,1,584000,308700000,2,3,5,40,0,1,2,2,12,1
2061,2,1,736000,201600000,3,2,5,31,1,1,2,1,12,1
1418,2,1,536000,196200000,3,3,5,40,0,1,2,2,12,1
2877,2,1,800000,568700000,2,2,4,31,1,1,4,4,12,1
1220,1,1,776000,176100000,1,2,1,25,0,1,2,2,5,1
502,2,1,168000,248500000,2,3,5,40,0,1,2,2,12,1
665,2,1,576000,120000000,5,1,3,32,0,1,2,3,9,1
2838,2,1,496000,595300000,1,2,4,32,0,1,3,4,15,1
232,1,1,440000,483000000,1,2,1,25,0,1,2,2,5,1
1351,2,1,640000,572800000,3,1,3,32,0,1,4,3,9,1
2511,2,1,496000,126600000,3,1,3,32,0,1,4,3,9,1
2842,2,1,200000,138800000,3,2,4,31,1,1,4,4,12,1
1560,1,1,488000,565200000,3,1,3,36,1,0,2,4,6,1
1133,1,1,136000,318200000,5,1,3,31,1,0,4,4,15,1
1075,2,1,464000,216600000,2,3,5,40,0,1,3,2,12,1
1220,1,1,776000,176100000,1,2,1,25,0,1,2,2,5,1
40,1,1,648000,386400000,5,1,3,31,1,0,4,4,15,1
235,2,1,608000,545100000,1,2,2,30,1,1,2,1,6,1
2960,1,1,176000,592400000,1,2,1,25,0,1,2,4,5,1
804,2,1,552000,413100000,3,2,4,32,0,1,3,4,6,1
550,2,1,488000,390100000,3,2,4,32,0,1,3,4,9,1
2514,2,1,648000,48200000,2,2,5,31,1,1,2,1,12,1
1998,2,1,304000,492800000,2,3,5,40,0,1,2,2,12,1
2728,2,1,232000,520500000,3,2,2,30,1,1,2,1,6,1
2015,1,2,384000,253400000,1,1,4,30,0,0,3,1,3,1
2058,2,1,384000,392900000,2,1,3,32,0,1,4,3,9,1
2332,1,1,304000,388200000,2,1,4,36,1,0,2,1,9,1
2028,2,1,96000,572300000,3,2,4,32,0,1,3,4,9,1
1105,2,1,624000,399900000,3,2,4,32,0,1,4,2,9,1
866,2,1,224000,165200000,2,2,5,31,1,1,2,1,12,1
1748,1,1,632000,225200000,5,1,3,31,1,0,4,4,15,1
1296,2,1,200000,326900000,3,2,4,31,1,1,4,4,12,1
1170,1,1,760000,54200000,5,1,3,31,1,0,2,4,15,1
394,2,1,456000,565400000,2,2,5,31,1,1,2,1,12,1
804,2,1,552000,413100000,3,2,4,32,0,1,3,4,6,1
2900,2,1,152000,68600000,3,3,5,37,0,0,2,2,3,1
778,2,1,288000,247000000,2,3,5,40,0,1,2,2,12,1
2663,2,1,800000,350300000,3,2,4,32,0,1,3,4,9,1
1793,2,1,136000,127600000,3,1,3,32,0,1,4,1,9,1
918,2,1,224000,290200000,3,2,4,31,1,1,4,4,12,1
2731,1,1,240000,481900000,2,3,5,36,1,0,4,2,12,1
1830,2,1,392000,274300000,2,3,5,40,0,1,2,2,12,1
2729,1,1,152000,114300000,3,1,4,40,1,0,2,4,8,1
200,2,1,328000,132200000,3,1,3,32,0,1,4,3,9,1
175,2,1,224000,414400000,3,1,3,32,0,1,4,3,9,1
2566,2,1,112000,173900000,3,2,4,31,1,1,2,4,12,1
2436,1,1,520000,172400000,5,1,3,31,1,0,4,4,15,1
1841,2,1,376000,393600000,3,2,4,31,1,1,4,4,12,1
361,2,1,408000,172400000,3,2,4,31,1,1,4,4,12,1
74,2,1,632000,530100000,2,2,5,31,1,1,2,1,12,1
2663,2,1,800000,350300000,3,2,4,32,0,1,3,4,9,1
2021,2,1,544000,597000000,3,3,5,40,0,1,2,2,12,1
1738,2,1,224000,261100000,2,3,5,40,0,1,2,2,12,1
1490,1,1,640000,312700000,5,1,3,31,1,0,4,4,15,1
2437,2,1,768000,479100000,3,2,4,31,1,1,4,4,12,1
2979,2,1,456000,526800000,5,1,5,32,1,0,4,4,15,1
235,2,1,608000,545100000,1,2,2,30,1,1,2,1,6,1
520,2,1,520000,555000000,3,1,3,32,0,1,4,3,9,1
766,2,1,472000,205100000,1,2,4,31,1,1,4,4,12,1
12,2,1,180000,300000000,3,2,4,32,0,1,3,4,9,1
569,2,1,232000,419100000,3,2,4,32,0,1,3,4,9,1
2615,2,1,800000,92800000,2,2,5,31,1,1,4,1,12,1
2757,2,1,336000,257200000,3,2,4,31,1,1,4,4,12,1
435,2,1,216000,311200000,3,1,3,32,0,1,4,3,9,1
327,1,1,296000,407500000,1,2,1,25,0,1,2,2,5,1
1167,2,1,472000,367200000,3,2,4,32,0,1,2,4,9,1
2046,2,1,600000,498100000,3,3,5,40,0,1,2,2,12,1
1268,1,1,392000,291200000,1,2,1,25,0,1,2,2,6,1
2150,2,1,784000,123300000,3,3,5,40,0,1,4,2,12,1
953,2,1,576000,300900000,3,2,4,32,0,1,3,4,9,1
2174,1,2,432000,374400000,2,3,5,35,1,1,1,4,3,1
1145,1,1,288000,212200000,5,1,3,31,1,0,2,4,15,1
2242,2,1,256000,120900000,3,2,4,32,0,1,3,4,9,1
1915,2,1,432000,521600000,2,3,5,40,0,1,2,2,12,1
2293,1,1,360000,80700000,5,1,3,31,1,0,4,4,15,1
690,2,1,752000,553800000,2,1,3,32,0,1,2,3,9,1
2612,2,1,728000,323300000,3,1,3,32,0,1,2,3,9,1
1178,2,1,120000,580600000,3,1,3,32,0,1,3,2,9,1
605,2,1,120000,390900000,2,1,3,32,0,1,4,3,9,1
1841,2,1,376000,393600000,3,2,4,31,1,1,4,4,12,1
1641,2,1,408000,231200000,3,1,3,32,0,1,2,3,9,1
148,1,1,440000,49200000,5,1,3,31,1,0,4,4,15,1
1900,1,1,800000,35500000,5,1,3,31,1,0,4,4,3,1
930,2,1,256000,28500000,2,3,5,40,0,1,2,2,12,1
1402,2,1,632000,453500000,3,2,4,32,0,1,3,4,9,1
804,2,1,552000,413100000,3,2,4,32,0,1,3,4,6,1
450,1,1,440000,453300000,5,1,3,31,1,0,4,4,15,1
140,1,1,560000,276800000,1,2,1,25,0,1,2,2,5,1
1162,1,1,288000,116300000,1,2,1,25,0,1,4,2,5,1
898,2,2,152000,325600000,4,2,2,25,0,0,2,2,6,1
628,2,1,104000,35200000,4,1,3,32,0,1,2,3,9,1
2123,1,1,568000,296200000,3,1,3,31,1,0,4,4,15,1
1611,2,1,768000,350700000,2,3,5,40,0,1,2,2,12,1
132,1,2,568000,164300000,2,1,4,30,0,0,4,1,3,1
1124,1,2,104000,416900000,5,3,5,35,1,1,2,2,3,1
2433,2,1,400000,15500000,3,2,4,32,0,1,3,4,9,1
2804,2,1,552000,416900000,4,2,5,31,1,1,2,1,12,1
2090,1,1,776000,361100000,3,2,1,25,0,1,2,2,5,1
418,1,2,432000,264100000,5,3,5,35,1,1,4,4,3,1
148,1,1,440000,49200000,5,1,3,31,1,0,4,4,15,1
1071,2,1,776000,574500000,2,2,5,31,1,1,4,1,12,1
799,2,1,584000,281400000,2,2,5,31,1,1,2,1,12,1
1131,1,1,712000,59600000,5,3,5,36,1,0,2,2,12,1
1239,2,1,480000,391200000,2,2,5,31,1,1,2,1,12,1
423,1,1,352000,275600000,2,1,4,40,1,0,2,4,8,1
2466,2,1,608000,441000000,2,2,5,31,1,1,2,1,12,1
1145,1,1,288000,212200000,5,1,3,31,1,0,2,4,15,1
2006,1,1,208000,525300000,5,3,5,36,1,0,4,2,12,1
148,1,1,440000,49200000,5,1,3,31,1,0,4,4,15,1
148,1,1,440000,49200000,5,1,3,31,1,0,4,4,15,1
2649,2,1,376000,240200000,3,1,3,32,0,1,4,3,9,1
1031,2,1,648000,569200000,2,3,5,40,0,1,2,2,12,1
933,1,1,656000,269100000,5,1,3,31,1,0,4,4,15,1
766,2,1,472000,205100000,1,2,4,31,1,1,4,4,12,1
527,1,1,360000,491600000,1,2,1,25,0,1,2,2,5,1
1193,1,1,152000,593300000,5,1,3,31,1,0,3,1,12,1
597,1,1,736000,483000000,5,1,3,31,1,0,4,4,15,1
337,1,1,520000,537000000,2,1,4,36,1,0,2,1,3,1
1253,1,1,264000,29200000,5,1,3,31,1,0,4,4,15,1
2015,1,2,384000,253400000,1,1,4,30,0,0,3,1,3,1
2015,1,2,384000,253400000,1,1,4,30,0,0,3,1,3,1
2876,1,1,712000,377100000,3,1,3,31,1,0,4,4,15,1
2406,1,1,184000,86500000,3,1,4,29,1,0,3,1,12,1
2757,2,1,336000,257200000,3,2,4,31,1,1,4,4,12,1
1291,2,1,440000,74200000,2,3,5,40,0,1,2,2,12,1
1967,1,1,448000,67200000,2,1,4,40,1,0,2,4,8,1
1225,2,1,192000,152900000,3,2,4,32,0,1,3,4,9,1
2451,2,1,128000,183800000,2,3,5,40,0,1,2,2,12,1
605,2,1,120000,390900000,2,1,3,32,0,1,4,3,9,1
1266,2,1,344000,112200000,2,3,5,40,0,1,2,2,12,1
679,2,1,424000,339500000,5,2,4,32,0,1,2,4,9,1
2357,2,1,248000,435800000,2,3,5,34,1,1,1,2,9,1
1503,2,1,392000,245400000,3,3,5,40,0,1,2,2,12,1
2472,1,1,248000,129300000,1,2,1,25,0,1,2,2,5,1
26,2,1,180000,180000000,2,2,5,31,1,1,2,1,12,1
479,1,1,704000,157900000,1,2,1,25,0,1,2,1,5,1
2641,1,1,176000,77400000,5,1,3,31,1,0,4,4,15,1
1967,1,1,448000,67200000,2,1,4,40,1,0,2,4,8,1
2902,2,1,496000,514500000,3,2,4,31,1,1,3,4,12,1
2688,2,1,656000,293800000,3,3,5,37,0,0,2,2,3,1
111,2,1,672000,235300000,2,2,5,31,1,1,2,1,12,1
1892,1,1,512000,313600000,1,2,1,25,0,1,2,2,15,1
1514,2,1,112000,407400000,2,2,4,31,1,1,4,4,12,1
1397,1,1,368000,398500000,5,2,1,25,0,1,2,2,5,1
2372,1,1,688000,545400000,2,1,4,40,1,0,2,4,8,1
1291,2,1,440000,74200000,2,3,5,40,0,1,2,2,12,1
1550,1,1,312000,553800000,2,1,3,31,1,0,4,4,15,1
2369,1,1,272000,237400000,3,1,4,29,1,0,3,4,12,1
1949,2,1,504000,243400000,3,2,4,31,1,1,4,4,12,1
301,2,1,776000,596200000,3,2,4,31,1,1,2,4,12,1
1266,2,1,344000,112200000,2,3,5,40,0,1,2,2,12,1
917,1,1,384000,154400000,5,1,3,31,1,0,4,4,15,1
2537,2,1,120000,140900000,3,2,4,32,0,1,3,4,9,1
2075,1,1,112000,38000000,2,1,3,31,1,0,4,4,15,1
1855,1,1,432000,330300000,1,2,1,25,0,1,2,2,5,1
1052,2,1,352000,58700000,2,2,5,31,1,1,2,1,12,1
799,2,1,584000,281400000,2,2,5,31,1,1,2,1,12,1
1860,2,1,536000,344000000,3,2,4,32,0,1,3,4,9,1
166,2,1,528000,394400000,3,3,5,37,0,0,2,2,3,1
2357,2,1,248000,435800000,2,3,5,34,1,1,1,2,9,1
416,2,1,376000,56400000,3,1,4,35,1,1,1,1,6,1
829,2,1,464000,14700000,3,2,4,32,0,1,3,4,9,1
63,1,1,136000,106800000,5,1,3,31,1,0,4,4,15,1
1277,2,1,480000,96500000,3,2,4,31,1,1,4,4,5,1
796,2,1,776000,476500000,3,1,3,32,0,1,4,3,3,1
2472,1,1,248000,129300000,1,2,1,25,0,1,2,2,5,1
1588,2,1,328000,342900000,2,3,5,40,0,1,4,2,8,1
1295,1,1,592000,503000000,5,1,3,31,1,0,4,4,15,1
2388,1,1,168000,216400000,5,1,3,31,1,0,4,4,15,1
1156,2,1,560000,430300000,2,2,5,31,1,1,4,1,12,1
1655,2,1,400000,210600000,3,2,4,32,0,1,2,4,9,1
1468,2,1,744000,119600000,3,2,3,29,1,0,3,2,5,1
